Ticker,Earning Date,^GSPC,^GSPC_pctchange_5,^GSPC_pctchange_21,^GSPC_pctchange_yoy,^RUT,^RUT_pctchange_5,^RUT_pctchange_21,^RUT_pctchange_yoy,^VIX,^VIX_pctchange_5,^VIX_pctchange_21,^VIX_pctchange_yoy,GC=F,GC=F_pctchange_5,GC=F_pctchange_21,GC=F_pctchange_yoy,CL=F,CL=F_pctchange_5,CL=F_pctchange_21,CL=F_pctchange_yoy,^TNX,^TNX_pctchange_5,^TNX_pctchange_21,^TNX_pctchange_yoy,^FVX,^FVX_pctchange_5,^FVX_pctchange_21,^FVX_pctchange_yoy
AAP,2016-11-14,2164.2,1.53,1.46,5.41,1298.6,8.92,7.11,12.33,14.48,-22.61,-10.17,-20.26,1221.2,-6.3,-2.69,12.69,43.32,-1.7,-14.12,3.79,2.22,21.55,26.83,9.19,1.65,27.58,33.47,11.96
AAP,2017-02-21,2365.38,1.59,4.14,23.12,1410.34,1.29,4.33,39.34,11.57,4.52,0.26,-44.85,1237.5,1.07,2.76,0.58,54.06,2.13,3.13,82.39,2.43,-1.74,-3.23,28.55,1.92,-2.19,-2.29,41.27
AAP,2017-05-24,2404.39,2.01,0.66,15.01,1382.51,1.96,-2.02,21.16,10.02,-35.73,-6.88,-27.91,1252.4,-0.41,-1.04,0.1,51.36,4.67,3.63,6.82,2.27,1.48,-0.7,44.24,1.8,1.63,-0.72,58.71
AAP,2017-08-15,2464.61,-0.42,0.22,13.15,1383.24,-1.91,-3.38,12.36,12.04,9.85,22.61,-4.75,1273.7,1.38,3.32,-4.65,47.55,-3.29,3.32,6.88,2.27,1.12,1.52,26.31,1.82,1.28,1.11,41.97
AAP,2017-11-14,2578.87,-0.45,0.83,18.28,1471.26,-0.53,-2.09,12.99,11.59,17.19,16.95,-13.31,1281.5,0.61,-1.42,4.7,55.7,-2.62,7.38,21.59,2.38,2.41,0.0,-3.17,2.07,3.15,2.23,5.73
AAP,2018-02-21,2701.33,1.44,-4.65,14.33,1531.84,2.47,-4.57,9.12,20.02,-19.82,81.5,70.53,1330.0,0.14,-0.07,7.95,61.68,4.21,-2.85,15.1,2.94,1.03,10.56,26.47,2.68,1.48,8.46,44.81
AAP,2018-05-22,2724.44,0.48,2.03,13.59,1625.24,1.56,4.04,17.69,13.22,-9.64,-19.09,23.32,1291.7,0.22,-2.33,2.94,72.13,1.15,5.08,40.14,3.07,-0.97,3.65,31.77,2.9,-1.19,3.5,53.79
AAP,2018-08-14,2839.96,-0.65,1.48,15.23,1692.58,0.25,0.84,22.36,13.31,21.77,3.74,10.55,1193.0,-1.37,-3.64,-6.34,67.04,-3.08,-1.5,40.99,2.89,-2.56,0.0,25.49,2.77,-2.5,-0.04,41.53
AAP,2018-11-13,2722.18,-1.21,-1.04,5.56,1514.8,-2.65,-2.47,2.96,20.02,0.55,-6.01,72.74,1199.2,-2.01,-2.22,-6.42,55.69,-10.48,-22.42,-0.02,3.14,-2.12,-1.66,20.45,2.99,-2.42,-2.13,23.94
AAP,2019-02-19,2779.76,2.58,5.46,1.74,1574.47,3.65,7.31,2.0,14.88,-6.83,-17.61,-23.54,1340.1,2.53,3.8,-0.97,56.09,7.02,7.72,-9.06,2.65,-1.38,-2.4,-10.3,2.47,-0.88,-3.02,-11.56
AAP,2019-05-22,2856.27,0.19,-2.64,4.84,1531.63,-1.07,-3.37,-5.76,14.75,-10.28,20.11,11.57,1273.6,-1.75,0.34,-1.4,61.42,-0.97,-7.36,-14.85,2.39,-0.5,-4.47,-18.85,2.19,0.14,-4.62,-22.32
AAP,2019-08-13,2926.32,1.55,-2.92,3.7,1510.58,0.57,-3.28,-9.83,17.52,-13.14,38.17,18.54,1502.2,2.02,6.43,26.1,57.1,6.47,-4.16,-15.03,1.68,-0.24,-17.97,-46.51,1.57,4.46,-13.07,-47.6
AAP,2019-11-12,3091.84,0.56,4.24,13.41,1595.12,-0.28,5.96,5.03,12.68,-3.21,-12.97,-38.0,1452.1,-1.94,-2.65,20.88,56.8,-0.75,5.99,-5.22,1.91,5.24,9.27,-30.1,1.72,5.53,10.27,-32.55
AAP,2020-02-18,3370.29,0.54,1.61,21.24,1683.52,0.95,-1.27,6.93,14.83,-1.4,20.37,-0.34,1600.0,1.61,3.29,19.39,52.05,5.0,-11.06,-7.2,1.56,-2.14,-10.57,-39.92,1.39,-1.28,-10.42,-41.67
AAP,2020-05-19,2922.94,1.84,3.53,2.05,1307.72,2.52,7.78,-15.37,30.53,-7.6,-30.34,104.21,1744.2,2.34,2.5,37.12,32.5,26.07,-186.37,-48.4,0.71,9.55,19.3,-65.72,0.35,10.48,-4.4,-80.93
AAP,2020-08-18,3389.78,1.68,4.24,16.87,1569.77,-0.34,6.94,4.79,21.51,-10.49,-12.06,22.91,1999.4,3.46,10.11,32.89,42.89,3.08,5.1,-23.87,0.67,-0.15,13.58,-62.67,0.28,-5.74,1.82,-82.58
AAP,2020-11-10,3545.53,5.23,0.32,14.67,1737.01,7.6,5.33,8.9,24.8,-30.24,-1.08,95.58,1875.4,-1.73,-2.45,29.15,41.36,9.82,4.89,-27.18,0.97,26.56,30.65,-45.64,0.46,42.41,44.2,-71.29
AAP,2021-02-16,3932.59,0.43,3.61,16.68,2272.89,-0.74,5.45,35.01,21.46,1.04,-7.7,44.71,1797.2,-1.89,-2.87,12.32,60.05,3.59,12.1,15.37,1.3,12.27,17.13,107.51,0.56,18.35,25.5,59.37
AAP,2021-06-02,4208.12,0.48,0.37,34.75,2297.83,4.17,0.89,58.24,17.48,-7.22,-4.53,-31.88,1907.5,0.5,6.48,12.35,68.83,4.18,6.73,84.58,1.59,1.08,0.89,208.93,0.8,2.31,3.24,308.21
AAPL,2016-07-26,2169.18,0.25,6.47,3.63,1216.86,1.37,7.92,-0.63,13.05,9.02,-49.34,-2.9,1320.7,-0.81,0.05,21.34,42.92,-3.87,-9.91,-11.54,1.56,-1.08,5.04,-24.13,1.14,0.0,12.56,-17.24
AAPL,2016-10-25,2143.16,0.17,-0.14,3.74,1216.1,-0.1,-2.0,6.18,13.46,-11.91,-7.17,-12.77,1271.9,0.88,-4.88,8.05,49.96,-0.66,12.32,8.75,1.76,0.34,12.91,-23.66,1.28,3.4,14.44,-29.07
AAPL,2017-01-31,2278.87,-0.05,1.32,19.75,1361.82,-0.54,-0.1,34.99,11.99,8.31,-10.32,-45.45,1208.6,-0.14,4.51,7.15,52.81,-0.7,-1.79,67.01,2.45,-2.85,3.51,36.77,1.91,-3.98,2.42,53.62
AAPL,2017-05-02,2391.17,0.11,1.2,15.89,1399.36,-0.83,0.97,24.75,10.59,-1.58,-14.39,-32.12,1255.1,-0.83,0.63,-2.65,47.66,-3.83,-5.81,3.79,2.3,-0.65,-2.01,57.69,1.81,-1.2,-2.68,80.58
AAPL,2017-08-01,2476.35,-0.03,2.18,14.8,1428.33,-1.52,0.92,18.79,10.09,7.0,-9.75,-24.53,1272.6,1.67,2.57,-5.66,49.16,2.65,6.78,18.17,2.25,-1.36,-5.93,39.99,1.8,-1.26,-8.07,55.62
AAPL,2017-11-02,2579.85,0.76,1.66,23.52,1496.55,-0.06,-0.74,29.36,9.93,-12.12,3.12,-55.03,1274.9,0.68,0.09,-2.44,54.54,3.61,9.12,20.29,2.35,-3.34,-0.59,-2.94,2.0,-2.1,2.15,4.06
AAPL,2018-02-01,2821.98,-0.61,4.68,23.72,1579.87,-1.36,1.93,16.39,13.47,16.32,37.87,12.91,1344.3,-1.33,2.33,10.49,65.8,0.44,8.99,22.9,2.77,4.17,12.0,17.65,2.56,3.6,11.99,36.84
AAPL,2018-05-01,2654.8,0.77,2.82,11.03,1550.33,-0.19,3.87,10.79,15.49,-14.04,-34.42,46.27,1303.8,-2.07,-2.85,3.88,67.25,-0.66,6.73,41.1,2.98,-1.59,7.24,26.85,2.82,-0.49,8.96,46.17
AAPL,2018-07-31,2816.29,-0.15,3.6,13.73,1670.8,-0.56,1.69,16.98,12.83,3.38,-20.26,27.16,1223.7,-0.02,-2.21,-3.84,68.76,0.35,-7.27,39.87,2.96,0.95,4.7,26.83,2.85,1.21,4.59,47.26
AAPL,2018-11-01,2740.37,1.29,-6.33,6.22,1544.98,2.97,-7.56,3.24,19.34,-20.15,66.58,94.76,1236.0,0.56,3.15,-3.05,63.69,-5.41,-16.65,16.78,3.14,2.18,-2.75,26.98,2.97,2.1,-3.42,29.89
AAPL,2019-01-29,2640.0,0.27,6.07,-7.48,1471.45,0.96,10.48,-7.93,19.13,-8.03,-36.15,38.22,1308.2,2.0,2.42,-3.21,53.31,1.41,19.5,-18.69,2.71,-1.56,6.19,-0.73,2.55,-1.7,7.56,-0.08
AAPL,2019-04-30,2945.83,0.41,3.93,11.25,1591.21,0.39,3.34,3.2,13.12,6.84,-4.3,-17.64,1282.8,1.06,-0.79,-2.54,63.91,-3.6,6.27,-6.8,2.51,-0.52,-0.12,-11.93,2.28,-1.43,-1.51,-16.44
AAPL,2019-07-30,3013.18,0.26,2.43,7.51,1585.6,1.97,1.21,-4.08,13.94,10.55,-7.56,-2.24,1429.7,0.68,1.42,17.06,58.05,2.25,-0.72,-17.23,2.06,0.54,0.63,-32.56,1.84,1.32,0.11,-37.45
AAPL,2019-10-30,3046.77,1.41,3.62,13.57,1572.85,1.29,5.32,4.39,12.33,-11.99,-33.57,-47.19,1493.2,0.22,0.76,22.13,55.06,-1.63,2.69,-16.8,1.8,1.81,18.68,-29.6,1.64,3.15,22.99,-30.87
AAPL,2020-01-28,3276.24,-1.34,1.12,24.1,1658.31,-1.64,-1.15,12.7,16.28,26.69,28.7,-14.9,1569.2,0.82,3.97,19.95,53.48,-8.33,-13.29,0.32,1.64,-7.24,-12.81,-34.28,1.47,-6.8,-12.27,-36.59
AAPL,2020-04-30,2912.43,4.1,12.68,-0.17,1310.66,7.96,13.66,-17.19,34.15,-17.47,-36.22,136.82,1684.2,-2.83,6.37,32.65,18.84,14.18,-8.01,-69.52,0.62,4.36,5.96,-68.15,0.34,-5.22,-5.99,-80.14
AAPL,2020-07-30,3246.22,0.33,4.71,9.91,1495.1,0.33,3.73,-3.59,24.76,-5.06,-18.63,38.56,1942.3,2.82,8.33,36.7,39.92,-2.8,1.66,-26.01,0.54,-8.15,-20.91,-66.1,0.23,-16.06,-25.08,-83.92
AAPL,2020-10-29,3310.11,-4.15,-1.57,8.97,1561.58,-4.21,3.57,-0.06,37.59,33.72,42.55,184.34,1865.6,-1.87,-1.16,23.44,36.17,-11.0,-10.07,-33.24,0.83,-0.71,9.58,-53.3,0.37,0.54,14.81,-76.54
AAPL,2021-01-27,3750.77,-2.62,1.29,14.58,2108.7,-2.4,5.23,27.86,37.21,72.43,72.83,127.03,1844.9,-1.13,-1.86,17.52,52.85,-0.73,9.58,-0.9,1.01,-8.57,10.58,45.27,0.41,-8.95,12.74,8.53
AAPL,2021-04-28,4183.18,0.23,5.34,42.31,2304.16,2.88,6.74,69.33,17.28,-1.26,-16.68,-44.67,1773.2,-1.07,3.57,4.1,63.86,4.09,3.74,324.04,1.62,4.25,-3.51,148.09,0.86,7.73,-4.74,198.96
ABBV,2016-07-29,2173.6,-0.07,4.97,3.32,1219.94,0.58,7.8,-1.51,11.87,-1.25,-28.67,-2.06,1349.0,1.96,1.9,23.68,41.6,-5.86,-16.6,-9.05,1.46,-7.13,6.66,-26.7,1.03,-7.77,10.13,-19.67
ABBV,2016-10-28,2126.41,-0.69,-1.15,2.26,1187.61,-2.5,-4.05,2.22,16.19,21.36,15.48,7.43,1275.5,0.76,-3.33,12.3,48.7,-4.23,3.51,5.55,1.85,6.03,13.75,-17.82,1.32,6.27,11.83,-23.75
ABBV,2017-01-27,2294.69,1.03,1.14,18.27,1370.7,1.39,-0.51,32.39,10.58,-8.32,-11.76,-47.62,1188.1,-1.35,4.47,6.5,53.17,1.43,-1.35,60.05,2.48,0.57,1.43,35.57,1.94,0.05,0.36,52.96
ABBV,2017-04-27,2388.77,1.4,1.28,15.08,1417.13,2.38,3.65,24.27,10.36,-26.78,-10.15,-31.93,1263.7,-1.42,0.67,1.73,48.97,-2.59,1.24,11.19,2.3,2.64,-4.17,57.26,1.82,3.35,-5.7,81.72
ABBV,2017-07-28,2472.1,-0.02,1.29,13.73,1429.26,-0.46,0.28,17.16,10.29,9.94,2.59,-13.31,1268.4,1.12,1.63,-4.39,49.71,8.61,11.11,18.58,2.29,2.55,-2.43,47.11,1.83,1.72,-5.13,64.66
ABBV,2017-10-27,2581.07,0.23,2.83,21.38,1508.32,-0.06,1.31,27.0,9.8,-1.71,2.62,-39.47,1268.5,-0.7,-1.32,0.05,53.9,4.72,4.54,8.41,2.43,1.97,4.03,-0.74,2.04,1.14,6.13,5.64
ABBV,2018-01-26,2872.87,2.23,7.18,25.2,1608.06,0.65,4.13,17.32,11.08,-1.69,8.1,4.73,1351.6,1.48,5.26,13.76,66.14,4.37,10.29,24.39,2.66,0.95,10.69,10.18,2.47,1.4,11.97,25.96
ABBV,2018-04-26,2666.94,-0.97,2.08,11.64,1557.89,-1.01,2.93,9.93,16.24,1.75,-27.82,56.76,1316.3,-2.26,-1.86,4.16,68.19,-0.15,4.51,39.25,2.99,1.32,9.44,34.62,2.82,0.93,10.59,55.23
ABBV,2018-07-27,2818.82,0.61,4.42,14.03,1663.34,-1.97,1.4,16.38,13.03,1.32,-27.25,26.63,1222.6,-0.56,-2.41,-3.61,68.69,-2.51,-5.59,38.18,2.96,2.25,3.28,28.19,2.85,2.82,3.38,50.11
ABBV,2018-11-02,2723.06,2.42,-6.15,5.23,1547.98,4.32,-6.01,3.55,19.51,-19.25,37.2,113.46,1230.9,-0.13,2.81,-2.81,63.14,-6.58,-15.05,13.48,3.21,4.45,0.19,29.81,3.04,4.51,-0.62,32.95
ABBV,2019-01-25,2664.76,1.09,13.34,-6.15,1482.85,1.06,17.04,-7.42,17.42,-3.54,-51.71,50.43,1297.4,0.5,2.36,-4.77,53.69,3.11,26.24,-18.04,2.75,-1.11,0.62,-0.79,2.59,-1.11,0.62,0.0
ABBV,2019-04-25,2926.17,0.89,3.82,10.86,1575.61,0.51,3.1,1.62,13.25,5.16,-9.74,-25.73,1275.8,0.28,-2.93,-3.44,65.21,2.27,8.79,-4.17,2.53,-1.02,4.97,-12.01,2.33,-1.65,3.88,-15.21
ABBV,2019-07-26,3025.86,1.65,3.85,6.64,1578.97,2.01,3.75,-6.87,12.16,-15.85,-24.98,0.16,1418.5,-0.46,0.49,15.77,56.2,1.02,-5.36,-19.26,2.08,1.61,2.31,-32.02,1.86,3.16,3.67,-37.05
ABBV,2019-11-01,3066.91,1.47,5.37,11.92,1589.33,1.96,6.93,2.87,12.3,-2.77,-35.67,-36.4,1508.0,0.57,0.06,22.01,56.2,-0.81,7.15,-11.76,1.73,-4.05,12.43,-35.01,1.55,-4.43,14.43,-37.39
ABBV,2020-02-07,3327.71,3.17,2.3,22.89,1656.78,2.65,-0.41,9.98,15.47,-17.89,15.02,-1.59,1568.6,-0.9,0.72,19.4,50.32,-2.4,-15.58,-4.55,1.58,3.82,-14.61,-36.98,1.4,5.66,-15.14,-39.51
ABBV,2020-05-01,2830.71,-0.21,14.58,-3.9,1260.48,2.22,17.58,-21.9,37.19,3.51,-34.82,188.97,1694.5,-1.68,7.37,32.47,19.78,16.77,-2.61,-68.07,0.64,7.72,-5.03,-68.65,0.37,1.37,-16.89,-79.97
ABBV,2020-07-31,3271.12,1.73,4.98,11.56,1480.43,0.88,3.72,-3.47,24.46,-5.34,-14.54,38.9,1962.8,3.45,10.69,35.78,40.27,-2.47,1.13,-27.65,0.54,-9.0,-17.54,-65.1,0.22,-21.53,-26.62,-83.98
ABBV,2020-10-30,3269.96,-5.64,-3.28,6.62,1538.48,-6.22,0.48,-3.2,38.02,38.0,42.4,209.11,1877.4,-1.29,-1.62,24.5,35.79,-10.19,-7.57,-36.32,0.86,2.26,15.9,-51.9,0.38,2.97,20.57,-75.98
ABBV,2021-02-03,3830.17,2.12,3.5,14.86,2159.7,2.42,10.99,28.41,22.91,-38.43,-15.05,51.22,1832.2,-0.69,-5.78,17.61,55.69,5.37,16.95,9.73,1.13,7.0,2.35,53.67,0.46,6.74,-4.18,-4.97
ABBV,2021-04-30,4181.17,0.02,5.24,47.71,2266.45,-0.24,2.07,79.81,18.61,7.39,-4.07,-49.96,1767.3,-0.55,3.12,4.3,63.58,2.32,7.47,221.44,1.63,4.08,-1.51,143.8,0.86,5.02,-1.72,191.5
ABC,2016-08-02,2157.03,-0.56,2.57,3.04,1202.35,-1.19,3.94,-2.16,13.37,2.45,-9.48,2.85,1364.4,3.31,2.07,25.15,39.51,-7.95,-19.35,-11.53,1.54,1.45,12.52,-25.46,1.08,-2.36,12.92,-21.25
ABC,2016-11-02,2097.94,-1.94,-2.44,-0.21,1162.52,-3.51,-6.23,-2.34,19.32,35.67,41.75,24.56,1306.8,3.32,-0.17,18.33,45.34,-7.81,-7.11,0.31,1.8,-2.39,3.63,-15.54,1.26,-5.75,-0.71,-20.09
ABC,2017-01-31,2278.87,-0.05,1.32,19.75,1361.82,-0.54,-0.1,34.99,11.99,8.31,-10.32,-45.45,1208.6,-0.14,4.51,7.15,52.81,-0.7,-1.79,67.01,2.45,-2.85,3.51,36.77,1.91,-3.98,2.42,53.62
ABC,2017-05-04,2389.52,0.03,1.24,16.53,1388.85,-2.0,1.51,25.35,10.46,0.97,-11.28,-34.26,1226.5,-2.94,-2.27,-4.97,45.52,-7.05,-10.8,4.28,2.36,3.24,-0.72,72.35,1.88,3.69,-1.47,100.75
ABC,2017-08-03,2472.16,-0.13,1.63,14.23,1405.23,-1.98,-1.05,15.77,10.44,3.26,-5.69,-15.94,1267.8,0.65,3.88,-7.08,49.03,-0.02,8.64,24.1,2.23,-2.66,-6.03,37.36,1.79,-2.24,-7.3,51.31
ABC,2017-11-02,2579.85,0.76,1.66,23.52,1496.55,-0.06,-0.74,29.36,9.93,-12.12,3.12,-55.03,1274.9,0.68,0.09,-2.44,54.54,3.61,9.12,20.29,2.35,-3.34,-0.59,-2.94,2.0,-2.1,2.15,4.06
ABC,2018-02-06,2695.14,-4.51,-1.75,17.53,1507.17,-4.78,-3.39,10.74,29.98,102.7,225.16,165.54,1326.1,-0.7,0.44,7.45,63.39,-1.72,3.17,21.51,2.77,1.76,9.36,17.24,2.51,-0.63,8.38,32.0
ABC,2018-05-02,2635.67,-0.14,0.81,10.37,1554.91,0.29,2.83,11.79,15.97,-10.48,-24.31,49.53,1302.6,-1.41,-2.27,4.51,67.93,-0.18,6.96,42.05,2.96,-0.87,6.81,26.99,2.8,-0.6,8.23,45.56
ABC,2018-08-02,2827.22,-0.36,4.2,14.36,1682.1,-0.78,1.31,19.7,12.19,0.41,-24.47,16.76,1210.6,-1.2,-3.28,-4.51,68.96,-0.93,-6.99,40.65,2.99,0.88,4.41,28.15,2.85,0.25,3.67,48.21
ABC,2018-11-06,2755.45,2.71,-4.47,6.36,1556.1,3.28,-4.51,5.21,19.91,-14.73,26.9,101.31,1223.8,0.1,3.33,-3.92,62.21,-6.0,-16.26,8.76,3.21,1.74,2.32,26.04,3.05,2.11,1.87,31.01
ABC,2019-01-31,2704.1,2.34,7.87,-4.24,1499.42,2.39,11.19,-4.8,16.57,-12.28,-34.82,22.38,1319.7,3.17,3.24,-1.44,53.79,1.24,18.45,-16.9,2.63,-4.29,-0.9,-5.49,2.44,-5.76,-1.69,-6.37
ABC,2019-05-02,2917.52,-0.3,1.75,10.69,1582.65,0.45,1.89,1.78,14.42,8.83,7.93,-9.71,1269.7,-0.48,-1.57,-2.53,61.81,-5.21,-1.23,-9.01,2.55,1.88,2.04,-10.08,2.35,2.48,1.73,-13.85
ABC,2019-08-01,2953.56,-1.67,-0.65,4.98,1550.76,-0.68,-0.63,-7.1,17.87,40.27,38.21,35.89,1420.9,0.5,1.16,16.67,53.95,-3.7,-4.09,-20.26,1.89,-8.99,-6.88,-38.02,1.68,-9.88,-9.0,-43.0
ABC,2019-11-07,3085.18,1.57,5.68,9.64,1593.99,2.02,7.74,0.75,12.73,-3.71,-31.71,-22.19,1464.2,-3.12,-2.78,19.41,57.15,5.48,8.67,-7.33,1.93,11.46,11.14,-28.69,1.74,11.97,11.61,-31.09
ABC,2020-01-30,3283.66,-1.26,1.94,21.43,1648.22,-2.18,-0.96,9.92,15.49,19.34,4.52,-6.52,1583.5,1.21,4.56,19.99,52.14,-6.21,-15.47,-3.07,1.56,-7.32,-12.86,-38.1,1.38,-8.06,-12.99,-40.52
ABC,2020-05-07,2881.19,-1.07,8.34,0.36,1282.93,-2.12,12.62,-18.29,31.44,-7.94,-32.68,64.61,1721.8,2.23,3.42,34.15,23.55,25.0,-0.34,-61.83,0.63,-1.71,-15.75,-70.24,0.3,-19.78,-31.16,-84.23
ABC,2020-08-05,3327.77,2.13,5.8,15.39,1546.24,3.04,9.2,3.04,22.99,-4.61,-21.88,17.96,2031.1,3.97,12.58,34.75,42.19,2.23,3.87,-17.42,0.54,0.37,-14.22,-64.67,0.22,-5.22,-26.85,-83.95
ABC,2020-11-05,3510.45,6.05,2.66,13.78,1660.05,6.31,3.04,4.14,27.58,-26.63,-1.71,116.65,1945.3,4.27,3.28,32.86,38.79,7.24,-2.9,-32.13,0.78,-9.77,-0.13,-57.48,0.34,-12.07,-1.18,-79.52
ABC,2021-02-04,3871.74,2.23,3.89,15.72,2202.42,4.55,11.28,31.29,21.77,-27.94,-14.09,45.52,1788.9,-2.67,-8.39,14.3,56.23,7.43,12.62,10.36,1.14,4.21,3.08,49.08,0.46,3.61,-4.18,-1.71
ABC,2021-05-05,4167.59,-0.37,2.3,46.31,2241.37,-2.73,-0.79,77.46,19.15,10.82,5.68,-43.87,1784.1,0.61,2.45,5.93,65.63,2.77,10.62,173.57,1.58,-3.41,-4.92,142.57,0.8,-7.38,-7.49,175.94
ABMD,2016-07-28,2170.06,0.23,6.58,2.91,1217.33,1.12,9.94,-1.2,12.72,-0.16,-32.16,4.86,1332.3,0.14,1.29,22.3,41.14,-8.07,-14.02,-8.92,1.51,-3.76,3.78,-24.03,1.09,-2.32,8.96,-14.93
ABMD,2016-10-27,2133.04,-0.39,-1.77,2.09,1189.95,-2.45,-5.23,2.09,15.36,11.71,23.97,5.13,1267.9,0.18,-4.37,11.07,49.72,-1.41,11.31,6.72,1.84,5.92,14.61,-18.77,1.34,7.47,15.74,-23.89
ABMD,2017-01-26,2296.68,1.46,1.45,21.3,1375.6,2.22,0.3,37.11,10.63,-16.82,-7.08,-52.59,1189.5,-0.95,5.09,6.58,53.78,4.69,1.43,66.5,2.51,1.66,2.53,38.26,1.96,1.13,1.45,53.52
ABMD,2017-05-04,2389.52,0.03,1.24,16.53,1388.85,-2.0,1.51,25.35,10.46,0.97,-11.28,-34.26,1226.5,-2.94,-2.27,-4.97,45.52,-7.05,-10.8,4.28,2.36,3.24,-0.72,72.35,1.88,3.69,-1.47,100.75
ABMD,2017-07-27,2475.42,0.08,2.32,14.07,1433.62,-0.61,2.14,17.77,10.11,5.53,-8.59,-20.52,1259.6,1.19,1.06,-4.63,49.04,4.81,10.85,14.26,2.31,3.49,0.35,45.37,1.85,2.5,-2.12,63.71
ABMD,2017-10-26,2560.4,-0.07,2.13,20.04,1497.46,-0.3,0.85,25.84,11.3,12.44,14.49,-26.43,1266.3,-1.6,-1.33,0.12,52.64,2.63,0.96,7.04,2.45,2.98,4.92,-1.01,2.07,2.43,6.98,5.45
ABMD,2018-02-01,2821.98,-0.61,4.68,23.72,1579.87,-1.36,1.93,16.39,13.47,16.32,37.87,12.91,1344.3,-1.33,2.33,10.49,65.8,0.44,8.99,22.9,2.77,4.17,12.0,17.65,2.56,3.6,11.99,36.84
ABMD,2018-05-03,2629.73,-1.4,-0.57,10.05,1546.56,-0.73,0.97,11.36,15.9,-2.09,-20.74,52.01,1310.7,-0.43,-1.88,6.87,68.43,0.35,7.98,50.33,2.95,-0.37,5.74,24.3,2.78,-0.68,6.96,43.25
ABMD,2018-07-26,2837.44,1.17,4.2,14.62,1695.36,-0.35,1.61,18.26,12.14,-5.67,-23.74,20.08,1225.3,0.24,-2.49,-2.72,69.61,0.22,-1.3,41.95,2.97,2.76,4.42,28.84,2.86,3.25,4.65,49.71
ABMD,2018-11-01,2740.37,1.29,-6.33,6.22,1544.98,2.97,-7.56,3.24,19.34,-20.15,66.58,94.76,1236.0,0.56,3.15,-3.05,63.69,-5.41,-16.65,16.78,3.14,2.18,-2.75,26.98,2.97,2.1,-3.42,29.89
ABMD,2019-01-31,2704.1,2.34,7.87,-4.24,1499.42,2.39,11.19,-4.8,16.57,-12.28,-34.82,22.38,1319.7,3.17,3.24,-1.44,53.79,1.24,18.45,-16.9,2.63,-4.29,-0.9,-5.49,2.44,-5.76,-1.69,-6.37
ABMD,2019-05-02,2917.52,-0.3,1.75,10.69,1582.65,0.45,1.89,1.78,14.42,8.83,7.93,-9.71,1269.7,-0.48,-1.57,-2.53,61.81,-5.21,-1.23,-9.01,2.55,1.88,2.04,-10.08,2.35,2.48,1.73,-13.85
ABMD,2019-08-01,2953.56,-1.67,-0.65,4.98,1550.76,-0.68,-0.63,-7.1,17.87,40.27,38.21,35.89,1420.9,0.5,1.16,16.67,53.95,-3.7,-4.09,-20.26,1.89,-8.99,-6.88,-38.02,1.68,-9.88,-9.0,-43.0
ABMD,2019-10-31,3037.56,0.91,5.19,12.02,1562.45,0.9,5.6,3.38,13.22,-3.57,-35.7,-37.73,1511.4,0.83,0.69,24.67,54.18,-3.65,2.93,-17.04,1.69,-6.11,8.89,-36.4,1.52,-6.33,9.88,-38.64
ABMD,2020-02-06,3345.78,1.89,3.35,23.64,1677.46,1.77,1.15,11.41,14.96,-3.42,8.48,-8.61,1565.1,-1.16,-0.43,19.53,50.95,-2.28,-18.74,-3.21,1.64,8.16,-9.92,-33.63,1.46,10.11,-10.76,-35.94
ABMD,2020-04-30,2912.43,4.1,12.68,-0.17,1310.66,7.96,13.66,-17.19,34.15,-17.47,-36.22,136.82,1684.2,-2.83,6.37,32.65,18.84,14.18,-8.01,-69.52,0.62,4.36,5.96,-68.15,0.34,-5.22,-5.99,-80.14
ABMD,2020-08-06,3349.16,3.17,5.65,13.99,1544.62,3.31,8.21,0.82,22.65,-8.52,-19.34,33.94,2051.5,5.62,13.0,36.98,41.95,5.09,2.57,-20.16,0.54,0.0,-16.25,-66.27,0.21,-0.47,-28.19,-84.81
ABMD,2020-10-29,3310.11,-4.15,-1.57,8.97,1561.58,-4.21,3.57,-0.06,37.59,33.72,42.55,184.34,1865.6,-1.87,-1.16,23.44,36.17,-11.0,-10.07,-33.24,0.83,-0.71,9.58,-53.3,0.37,0.54,14.81,-76.54
ABMD,2021-01-28,3787.38,-1.7,1.39,15.34,2106.61,-1.63,5.53,27.81,30.21,41.7,39.22,95.03,1837.9,-1.47,-2.09,16.07,52.34,-1.49,9.91,0.38,1.06,-3.12,15.27,66.46,0.43,-0.92,19.11,16.53
ABMD,2021-04-29,4211.47,1.85,6.39,44.6,2295.46,2.82,4.54,75.14,17.61,-5.88,-10.2,-48.43,1768.1,-0.74,5.0,4.98,65.01,5.83,7.37,245.06,1.64,4.66,-4.65,140.47,0.87,6.25,-7.86,177.0
ABT,2016-07-20,2173.02,0.96,4.31,2.78,1209.74,0.71,4.5,-3.86,11.77,-9.74,-35.93,-2.89,1318.8,-1.76,2.23,21.48,44.94,0.42,-8.97,-6.65,1.58,3.2,0.06,-25.47,1.14,4.31,4.02,-21.25
ABT,2016-10-19,2144.29,0.24,0.21,6.21,1222.64,-0.37,-0.46,6.79,14.41,-9.43,-9.48,-13.71,1267.9,1.34,-3.47,8.68,51.6,2.83,19.17,13.71,1.75,0.81,8.48,-22.61,1.23,-1.59,7.03,-28.42
